"Status","NewId","TargetFile","ChosenSourceFile","SourceCandidates","Stueck","Werk","Komponist","Note"
"Copied","14","14.mp3","classic_047.mp3","classic_047.mp3","1. Satz: Kyrie","Krönungsmesse in C-Dur (KV 317)","Wolfgang Amadeus Mozart",""
"Copied","15","15.mp3","classic_048.mp3","classic_048.mp3","1. Satz: Allegro moderato","2. Cellokonzert in D-Dur (Hob. VIIb:2)","Joseph Haydn",""
"Copied","16","16.mp3","classic_190.mp3","classic_190.mp3","3. Satz: Alla Turca. Allegretto – Rondo ""Alla Turca"" (""Türkischer Marsch"")","11. Klaviersonate in A-Dur (KV 331)","Wolfgang Amadeus Mozart",""
"Copied","17","17.mp3","classic_049.mp3","classic_049.mp3","1. Satz: Largo - Allegro","32. Violinsonate in B-Dur (KV 454)","Wolfgang Amadeus Mozart",""
"Copied","18","18.mp3","classic_050.mp3","classic_050.mp3","1. Satz: Allegro molto","14. Klaviersonate c-Moll (KV 457)","Wolfgang Amadeus Mozart",""
"Copied","19","19.mp3","classic_051.mp3","classic_051.mp3","4. Fantasie in c-Moll (KV 475)","4. Fantasie in c-Moll (KV 475)","Wolfgang Amadeus Mozart",""
"Copied","20","20.mp3","classic_052.mp3","classic_052.mp3","Sinfonia","Le nozze di Figaro/Die Hochzeit des Figaro (KV 492)","Wolfgang Amadeus Mozart",""
"Copied","21","21.mp3","classic_053.mp3","classic_053.mp3","Ouvertüre","Don Giovanni (KV 527)","Wolfgang Amadeus Mozart",""
"Copied","22","22.mp3","classic_173.mp3","classic_173.mp3","Ave verum corpus (KV 618)","Ave verum corpus (KV 618)","Wolfgang Amadeus Mozart",""
"Copied","23","23.mp3","classic_055.mp3","classic_055.mp3","Ouvertüre","Die Zauberflöte (KV 620)","Wolfgang Amadeus Mozart",""
"Copied","24","24.mp3","classic_056.mp3","classic_056.mp3","2. Satz: Andante","94. Sinfonie in G-Dur (Hob. I:94)","Joseph Haydn",""
"Copied","25","25.mp3","classic_021.mp3","classic_021.mp3","4. Satz: Molto allegro","41. Sinfonie in C-Dur (""Jupiter-Sinfonie"", KV 551)","Wolfgang Amadeus Mozart",""
"Copied","26","26.mp3","classic_054.mp3","classic_054.mp3;classic_183.mp3","3. Satz: Lacrimosa","Requiem in d-Moll (KV 626)","Wolfgang Amadeus Mozart",""
"Copied","27","27.mp3","classic_180.mp3","classic_180.mp3","1. Satz: Allegro","1. Klaviersonate in f-Moll (Op. 2)","Ludwig van Beethoven",""
"Copied","28","28.mp3","classic_058.mp3","classic_058.mp3","3. Teil: Singt dem Herren alle Stimmen","Die Schöpfung (Hob. XXI:2)","Joseph Haydn",""
"Copied","29","29.mp3","classic_027.mp3","classic_027.mp3","2. Satz: Adagio cantabile","8. Klaviersonate in c-Moll (""Pathétique"", Op. 13)","Ludwig van Beethoven",""
"Copied","30","30.mp3","classic_194.mp3","classic_194.mp3","1. Satz: Allegro","Konzert für Trompete und Orchester in Es-Dur (Hob.VIIe:1)","Joseph Haydn",""
"Copied","31","31.mp3","classic_158.mp3","classic_158.mp3","Präludium und Fuge C-Dur (BWV 846)","Das wohltemperierte Klavier I (BWV 846-869)","Johann Sebastian Bach",""
"MissingNoOldMapping","32","32.mp3","","","Der Herbst: ""Hört das laute Getön'""","Die Jahreszeiten (Hob. XXI:3)","Joseph Haydn","Dieses Stueck ist neu in der finalen JSON oder war in der alten Liste bewusst nicht enthalten."
"Copied","33","33.mp3","classic_028.mp3","classic_028.mp3","1. Satz: Adagio sostenuto","14. Klaviersonate in cis-Moll (""Mondscheinsonate"", Op. 27)","Ludwig van Beethoven",""
"Copied","34","34.mp3","classic_057.mp3","classic_057.mp3","1. Satz: Allegro con brio","3. Sinfonie in Es-Dur (""Eroica"", Op. 55)","Ludwig van Beethoven",""
"MissingNoOldMapping","35","35.mp3","","","1. Satz: Allegro con spirito","Konzert für Trompete und Orchester in E-Dur (WoO 1/S 49)","Johann Nepomuk Hummel","Dieses Stueck ist neu in der finalen JSON oder war in der alten Liste bewusst nicht enthalten."
"Copied","36","36.mp3","classic_060.mp3","classic_060.mp3","1. Satz: Allegro, ma non troppo","Konzert für Violine und Orchester in D-Dur (Op. 61)","Ludwig van Beethoven",""
"Copied","37","37.mp3","classic_059.mp3","classic_059.mp3","1. Satz: Allegro","7. Streichquartett in F-Dur (""1. Rasumowsky-Quartett"", Op. 59)","Ludwig van Beethoven",""
"Copied","38","38.mp3","classic_001.mp3","classic_001.mp3","1. Satz: Allegro con brio","5. Sinfonie in c-Moll (""Schicksalssinfonie"", Op. 67)","Ludwig van Beethoven",""
"Copied","39","39.mp3","classic_061.mp3","classic_061.mp3","1. Satz: Allegro ma non troppo","6. Sinfonie in F-Dur (""Pastorale"", Op. 68)","Ludwig van Beethoven",""
"Copied","40","40.mp3","classic_062.mp3","classic_062.mp3","2. Satz: Adagio un poco mosso","5. Klavierkonzert in Es-Dur (""Emperor Concerto"", Op. 73)","Ludwig van Beethoven",""
"Copied","41","41.mp3","classic_063.mp3","classic_063.mp3","1. Satz: Allegro","1. Klarinettenkonzert in f-Moll (Op. 73)","Carl Maria von Weber",""
"MissingSourceFile","42","42.mp3","","classic_066.mp3","Largo al factotum","Il barbiere di Siviglia/Der Barbier von Sevilla","Gioachino Rossini","Keine der erwarteten RawAlt-Dateien existiert."
"Copied","43","43.mp3","classic_176.mp3","classic_176.mp3","Die Forelle","Die Forelle (Op. 32/D 550)","Franz Schubert",""
"Copied","44","44.mp3","classic_065.mp3","classic_065.mp3","1. Satz: Allegro","29. Klaviersonate in B-Dur (""Hammerklaviersonate"", Op. 106)","Ludwig van Beethoven",""
"Copied","45","45.mp3","classic_064.mp3","classic_064.mp3","Erlkönig","Erlkönig (Op. 1/D 328)","Franz Schubert",""
"Copied","46","46.mp3","classic_067.mp3","classic_067.mp3","Was gleicht wohl auf Erden dem Jägervergnügen? (Jägerchor)","Der Freischütz (Op. 77)","Carl Maria von Weber",""
"MissingNoOldMapping","47","47.mp3","","","1. Satz: Kyrie","Missa solemnis in D-Dur (Op. 123)","Ludwig van Beethoven","Dieses Stueck ist neu in der finalen JSON oder war in der alten Liste bewusst nicht enthalten."
"Copied","48","48.mp3","classic_020.mp3","classic_020.mp3","4. Satz: Presto (""Ode an die Freude"")","9. Sinfonie in d-Moll (Op. 125)","Ludwig van Beethoven",""
"MissingSourceFile","49","49.mp3","","classic_070.mp3","5. Teil: Zum Sanctus (""Heilig, heilig, heilig! Heilig ist der Herr!"")","Deutsche Messe in Es-Dur (D 872)","Franz Schubert","Keine der erwarteten RawAlt-Dateien existiert."
"Copied","50","50.mp3","classic_009.mp3","classic_009.mp3","Hochzeitsmarsch","Ein Sommernachtstraum (Op. 61/MWV M 13)","Felix Mendelssohn Bartholdy",""
"Copied","51","51.mp3","classic_014.mp3","classic_014.mp3","1. Satz: Allegro","13. Serenade für Streicher in G-Dur (""Eine kleine Nachtmusik"", KV 525)","Wolfgang Amadeus Mozart",""
"Copied","52","52.mp3","classic_079.mp3","classic_079.mp3","Ouvertüre","La muette de Portici (S. 16)","Daniel-François-Esprit Auber",""
"Copied","53","53.mp3","classic_076.mp3","classic_076.mp3","1. Lied: Gute Nacht (""Fremd bin ich eingezogen"")","Winterreise (Op. 89/D 911)","Franz Schubert",""
"Copied","54","54.mp3","classic_071.mp3","classic_071.mp3","Ouvertüre","Guillaume Tell/Wilhelm Tell","Gioachino Rossini",""
"Copied","55","55.mp3","classic_086.mp3","classic_086.mp3","4. Satz: Marche au supplice","Symphonie fantastique (Op. 14)","Hector Berlioz",""
"Copied","56","56.mp3","classic_087.mp3","classic_087.mp3","Piano Concerto No. 1 In E Minor, Op. 11: 1. Allegro maestoso","1. Klavierkonzert in e-Moll (Op. 11)","Frédéric Chopin",""
"Copied","57","57.mp3","classic_160.mp3","classic_160.mp3","Toccata und Fuge in d-Moll (BWV 565)","Toccata und Fuge in d-Moll (BWV 565)","Johann Sebastian Bach",""
"Copied","58","58.mp3","classic_072.mp3","classic_072.mp3","Ouvertüre","Robert le diable/Robert der Teufel","Giacomo Meyerbeer",""
"Copied","59","59.mp3","classic_073.mp3","classic_073.mp3","The Hebrides Overture, Op. 26 ""Fingal's Cave""","Die Hebriden/Die Fingalshöhle (Op. 26/MWV P 7)","Felix Mendelssohn Bartholdy",""
"Copied","60","60.mp3","classic_075.mp3","classic_075.mp3","1. Satz: Allegro vivace","4. Sinfonie in A-Dur (""Italienische Sinfonie"", Op. 90/MWV N 16)","Felix Mendelssohn Bartholdy",""
"Copied","61","61.mp3","classic_191.mp3","classic_191.mp3","12. Etüde in c-Moll (""Revolutionsetüde"")","Études (Op. 10)","Frédéric Chopin",""
"Copied","62","62.mp3","classic_077.mp3","classic_077.mp3","1. Satz: Harold aux montagnes. Scènes de mélancolie, de bonheur et de joie","Harold en Italie (Op. 16, H. 68)","Hector Berlioz",""
"Copied","63","63.mp3","classic_016.mp3","classic_016.mp3","Mache dich auf! Werde Licht!","Paulus (Op. 36/MWV A14)","Felix Mendelssohn Bartholdy",""
"Copied","64","64.mp3","classic_081.mp3","classic_081.mp3","Ouvertüre","Les Huguenots/Die Hugenotten","Giacomo Meyerbeer",""
"Copied","65","65.mp3","classic_082.mp3","classic_082.mp3","Holzschuhtanz","Zar und Zimmermann oder Die beiden Peter. Komische Oper in 3 Akten (loWV 38)","Albert Lortzing",""
"Copied","66","66.mp3","classic_083.mp3","classic_083.mp3","1. Satz: Äußerst bewegt","Kreisleriana (Op. 16)","Robert Schumann",""
"Copied","67","67.mp3","classic_069.mp3","classic_069.mp3","1. Satz: Andante – Allegro ma non troppo – Più moto","9. Sinfonie in C-Dur (""Große Sinfonie"", D 944)","Franz Schubert",""
"Copied","68","68.mp3","classic_195.mp3","classic_195.mp3","3. Satz: Langsam getragen. Durchaus leise zu halten","Fantasie in C-Dur (Op. 17)","Robert Schumann",""
"Copied","69","69.mp3","classic_182.mp3","classic_182.mp3","7. Stück: Träumerei","Kinderszenen (Op. 15)","Robert Schumann",""
"Copied","70","70.mp3","classic_171.mp3","classic_171.mp3","Satz 1: Sinfonia, Teil a: Maestoso con moto","2. Sinfonie in B-Dur (""Lobgesang"", Op. 52/MWV A 18)","Felix Mendelssohn Bartholdy",""
"Copied","71","71.mp3","classic_078.mp3","classic_078.mp3","3. Satz: Marche funèbre: Lento (""Trauermarsch"")","2. Klaviersonate b-Moll (Op. 35)","Frédéric Chopin",""
"Copied","72","72.mp3","classic_074.mp3","classic_074.mp3","1. Satz: Andante con moto – Allegro un poco agitato","3. Sinfonie in a-Moll (""Schottische Sinfonie"", Op. 56/MWV N 18)","Felix Mendelssohn Bartholdy",""
"Copied","73","73.mp3","classic_085.mp3","classic_085.mp3","Gefangenenchor","Nabucco","Giuseppe Verdi",""
"MissingSourceFile","74","74.mp3","","classic_029.mp3","Abschied vom Walde","6 Lieder (Op. 59)","Felix Mendelssohn Bartholdy","Keine der erwarteten RawAlt-Dateien existiert."
"Copied","75","75.mp3","classic_088.mp3","classic_088.mp3","Ouvertüre","Don Pasquale","Gaetano Donizetti",""
"Copied","76","76.mp3","classic_089.mp3","classic_089.mp3","Ouvertüre","Der fliegende Holländer (WWV 63)","Richard Wagner",""
"Copied","77","77.mp3","classic_004.mp3","classic_004.mp3","Psalm 91 (""Denn er hat seinen Engeln befohlen"")","Denn er hat seinen Engeln befohlen (MWV B 53)","Felix Mendelssohn Bartholdy",""
"Copied","78","78.mp3","classic_080.mp3","classic_080.mp3","Nr. 6: Allegretto grazioso (""Frühlingslied"")","Lieder ohne Worte Heft 5 (Op. 62/MWV SD 29)","Felix Mendelssohn Bartholdy",""
"Copied","79","79.mp3","classic_084.mp3","classic_084.mp3","1. Lied: Im wunderschönen Monat Mai","Dichterliebe (Op. 48)","Robert Schumann",""
"Copied","80","80.mp3","classic_090.mp3","classic_090.mp3","1. Satz: Allegro molto appassionato","Violinkonzert e-Moll (Op. 64/MWV O 14)","Felix Mendelssohn Bartholdy",""
"Copied","81","81.mp3","classic_101.mp3","classic_101.mp3","Ouvertüre","Tannhäuser (WWV 70)","Richard Wagner",""
"Copied","82","82.mp3","classic_026.mp3","classic_026.mp3","Wirf dein Anliegen auf den Herrn","Elias (Op. 70/MWV A 25)","Felix Mendelssohn Bartholdy",""
"Copied","83","83.mp3","classic_091.mp3","classic_091.mp3","Hörst du nicht die Bäume rauschen/Lockung","Gartenlieder (Op. 3)","Fanny Hensel",""
"Copied","84","84.mp3","classic_092.mp3","classic_092.mp3","1. Satz: Allegro molto vivace","Piano Trio in d-Moll (Op. 11)","Fanny Hensel",""
"Copied","85","85.mp3","classic_188.mp3","classic_188.mp3","Radetzky-Marsch (Op. 228)","Radetzky-Marsch (Op. 228)","Johann Strauss I",""
"MissingSourceFile","86","86.mp3","","classic_181.mp3","8. Stück: Wilder Reiter","Album für die Jugend (Op. 68)","Robert Schumann","Keine der erwarteten RawAlt-Dateien existiert."
"Copied","87","87.mp3","classic_008.mp3","classic_008.mp3","Treulich geführt (""Hochzeitsmarsch"")","Lohengrin (WWV 75)","Richard Wagner",""
"Copied","88","88.mp3","classic_093.mp3","classic_093.mp3","La donna è mobile","Rigoletto","Giuseppe Verdi",""
"Copied","89","89.mp3","classic_192.mp3","classic_192.mp3","1. Satz: Lebhaft","3. Sinfonie in Es-Dur (""Rheinische Sinfonie"", Op. 97)","Robert Schumann",""
"Copied","90","90.mp3","classic_187.mp3","classic_187.mp3","Méditation sur le premier Prélude de J. S. Bach (Ave Maria, CG 89)","Méditation sur le premier Prélude de J. S. Bach (Ave Maria, CG 89)","Charles Gounod",""
"Copied","91","91.mp3","classic_189.mp3","classic_189.mp3","Brindisi","La Traviata","Giuseppe Verdi",""
"Copied","92","92.mp3","classic_159.mp3","classic_159.mp3","2. Satz: Air ","3. Orchestersuite D-Dur (BWV 1068)","Johann Sebastian Bach",""
"Copied","93","93.mp3","classic_095.mp3","classic_095.mp3","Les préludes, Symphonic Poem No. 3, S. 97","3. Symphonische Dichtung (""Les préludes"", S. 97)","Franz Liszt",""
"Copied","94","94.mp3","classic_097.mp3","classic_097.mp3","1. Satz: Inferno","Sinfonie zu Dantes Divina Commedia (S. 109)","Franz Liszt",""
"Copied","95","95.mp3","classic_096.mp3","classic_096.mp3","Hunnenschlacht","11. Symphonische Dichtung (""Hunnenschlacht"", S. 105)","Franz Liszt",""
"Copied","96","96.mp3","classic_094.mp3","classic_094.mp3","1. Satz: Faust","Faust-Symphonie in drei Charakterbildern (S. 108)","Franz Liszt",""
"Copied","97","97.mp3","classic_010.mp3","classic_010.mp3","Galop infernal (Can-Can)","Orphée aux enfers (Orpheus in der Unterwelt)","Jacques Offenbach",""
"Copied","98","98.mp3","classic_099.mp3","classic_099.mp3","1. Satz. Maestoso","1. Klavierkonzert in d-Moll (Op. 15)","Johannes Brahms",""
"Copied","99","99.mp3","classic_068.mp3","classic_068.mp3","1. Satz: Allegro moderato","8. Sinfonie in h-Moll (""Die Unvollendete"", D 759)","Franz Schubert",""
"Copied","100","100.mp3","classic_022.mp3","classic_022.mp3;classic_103.mp3","1. Akt: Prelude/Vorspiel","Tristan und Isolde (WWV 90)","Richard Wagner",""
"Copied","101","101.mp3","classic_104.mp3","classic_104.mp3","Ouvertüre","Die verkaufte Braut (JB1:100)","Bedřich Smetana",""
"Copied","102","102.mp3","classic_032.mp3","classic_032.mp3","Für Elise","25. Klavierstück/Bagatelle in a-Moll (WoO 59)","Ludwig van Beethoven",""
"Copied","103","103.mp3","classic_030.mp3","classic_030.mp3","An der schönen blauen Donau (Donauwalzer, Op. 314)","An der schönen blauen Donau (Donauwalzer, Op. 314)","Johann Strauss II",""
"Copied","104","104.mp3","classic_193.mp3","classic_193.mp3","4. Lied: Wiegenlied (Guten Abend, gut’ Nacht)","Fünf Lieder für eine Stimme (Op. 49)","Johannes Brahms",""
"Copied","105","105.mp3","classic_102.mp3","classic_102.mp3","3. Akt: Prelude/Vorspiel","Die Meistersinger von Nürnberg (WWV 96)","Richard Wagner",""
"Copied","106","106.mp3","classic_108.mp3","classic_108.mp3","5. Tanz in fis-Moll. Allegro","Ungarische Tänze Nr. 1–21 (WoO 1)","Johannes Brahms",""
"Copied","107","107.mp3","classic_105.mp3","classic_105.mp3","1. Satz: Selig sind die da Leid tragen","Ein deutsches Requiem nach Worten der Heiligen Schrift (Op. 45)","Johannes Brahms",""
"Copied","108","108.mp3","classic_006.mp3","classic_006.mp3","Locus iste","Locus iste in C-Dur (WAB 23)","Anton Bruckner",""
"Copied","109","109.mp3","classic_098.mp3","classic_098.mp3","Introduction","Faust (CG 4)","Charles Gounod",""
"Copied","110","110.mp3","classic_106.mp3","classic_106.mp3","1. Satz: Allegro molto moderato","Klavierkonzert in a-Moll (Op. 16)","Edvard Grieg",""
"Copied","111","111.mp3","classic_107.mp3","classic_107.mp3","Prelude/Vorspiel","Das Rheingold (WWV 86 A)","Richard Wagner",""
"Copied","112","112.mp3","classic_007.mp3","classic_007.mp3","3. Akt: Ritt der Walküren","Die Walküre (WWV 86 B)","Richard Wagner",""
"Copied","113","113.mp3","classic_023.mp3","classic_023.mp3","Triumphmarsch","Aida","Giuseppe Verdi",""
"Copied","114","114.mp3","classic_005.mp3","classic_005.mp3","Abendlied","Drei geistliche Gesänge (Op. 69)","Josef Rheinberger",""
"Copied","115","115.mp3","classic_110.mp3","classic_110.mp3","Ouvertüre","Die Fledermaus","Johann Strauss II",""
"Copied","116","116.mp3","classic_111.mp3","classic_111.mp3","Dies irae","Messa da Requiem","Giuseppe Verdi",""
"Copied","117","117.mp3","classic_112.mp3","classic_112.mp3","Prélude","Carmen (WD 31)","Georges Bizet",""
"Copied","118","118.mp3","classic_036.mp3","classic_036.mp3","Danse Macabre","Danse Macabre (Op. 40)","Camille Saint-Saëns",""
"Copied","119","119.mp3","classic_117.mp3","classic_117.mp3","2. Teil: Vltava/Moldau","Má Vlast/Mein Vaterland (JB1:112)","Bedřich Smetana",""
"Copied","120","120.mp3","classic_113.mp3","classic_113.mp3","1. Satz: Allegro non troppo e molto maestoso – Allegro con spirito","1. Klavierkonzert in b-Moll (Op. 23)","Pjotr Iljitsch Tschaikowski",""
"Copied","121","121.mp3","classic_114.mp3","classic_114.mp3","4. Satz: Adagio - Più andante - Allegro non troppo, ma con brio - Più allegro","1. Sinfonie c-Moll (Op. 68)","Johannes Brahms",""
"Copied","122","122.mp3","classic_120.mp3","classic_120.mp3","In der Halle des Bergkönigs","Peer Gynt (Op. 23)","Edvard Grieg",""
"Copied","123","123.mp3","classic_037.mp3","classic_037.mp3","Akt 3: Danse Bacchanale","Samson et Dalila (Op. 47)","Camille Saint-Saëns",""
"Copied","124","124.mp3","classic_115.mp3","classic_115.mp3","Einleitung","Jewgeni Onegin/Eugen Onegin","Pjotr Iljitsch Tschaikowski",""
"Copied","125","125.mp3","classic_040.mp3","classic_040.mp3","5. Satz: Toccata (Allegro)","5. Orgelsinfonie in f-Moll (Op. 42)","Charles-Marie Widor",""
"Copied","126","126.mp3","classic_116.mp3","classic_116.mp3","1. Akt: Es war einmal am Hofe von Eisenack","Les contes d’Hoffmann (Hoffmanns Erzählungen)","Jacques Offenbach",""
"Copied","127","127.mp3","classic_118.mp3","classic_118.mp3","Prelude/Vorspiel","Parsifal (WWV 111)","Richard Wagner",""
"Copied","128","128.mp3","classic_002.mp3","classic_002.mp3","4. Satz: Finale. Bewegt, doch nicht schnell","7. Sinfonie in E-Dur (WAB 107)","Anton Bruckner",""
"MissingNoOldMapping","129","129.mp3","","","Ich werde jede Nacht von ihnen träumen","Gasparone","Carl Millöcker","Dieses Stueck ist neu in der finalen JSON oder war in der alten Liste bewusst nicht enthalten."
"MissingSourceFile","130","130.mp3","","classic_123.mp3","Te Deum","Te Deum in C-Dur (WAB 45)","Anton Bruckner","Keine der erwarteten RawAlt-Dateien existiert."
"Copied","131","131.mp3","classic_109.mp3","classic_109.mp3","1. Promenade","Bilder einer Ausstellung","Modest Mussorgsky",""
"Copied","132","132.mp3","classic_185.mp3","classic_185.mp3","13. Satz: Der Schwan","Karneval der Tiere","Camille Saint-Saëns",""
"Copied","133","133.mp3","classic_121.mp3","classic_121.mp3","Una vela!","Otello","Giuseppe Verdi",""
"Copied","134","134.mp3","classic_122.mp3","classic_122.mp3","1. Stück: Lent et douloureux","Gymnopédies","Erik Satie",""
"MissingNoOldMapping","135","135.mp3","","","Salut d'Amour (Op. 12)","Salut d'Amour (Op. 12)","Edward Elgar","Dieses Stueck ist neu in der finalen JSON oder war in der alten Liste bewusst nicht enthalten."
"Copied","136","136.mp3","classic_124.mp3","classic_124.mp3","1. Satz: Langsam. Schleppend. Wie ein Naturlaut – Im Anfang sehr gemächlich","1. Sinfonie in D-Dur (""Titan"")","Gustav Mahler",""
"MissingSourceFile","137","137.mp3","","classic_100.mp3","Ha ! Ha ! Après dix ans passés dans nos murailles","Les Troyens/Die Trojaner (Op. 29)","Hector Berlioz","Keine der erwarteten RawAlt-Dateien existiert."
"Copied","138","138.mp3","classic_024.mp3","classic_024.mp3","4. Satz: Finale. Feierlich, nicht schnell","8. Sinfonie in c-Moll (WAB 108)","Anton Bruckner",""
"Copied","139","139.mp3","classic_169.mp3","classic_169.mp3","2. Akt: Blumenwalzer","Der Nussknacker (Op. 71)","Pjotr Iljitsch Tschaikowski",""
"Copied","140","140.mp3","classic_003.mp3","classic_003.mp3","4. Satz: Allegro con fuoco","9. Sinfonie e-Moll (""Aus der Neuen Welt"", Op. 95)","Antonín Dvořák",""
"Copied","141","141.mp3","classic_125.mp3","classic_125.mp3","1. Satz: Introduktion. Adagio – Allegro","5. Sinfonie in B-Dur (WAB 105)","Anton Bruckner",""
"Copied","142","142.mp3","classic_126.mp3","classic_126.mp3","Prélude à l'après-midi d'un faune","Prélude à l'après-midi d'un faune (L. 86)","Claude Debussy",""
"Copied","143","143.mp3","classic_041.mp3","classic_041.mp3","5. Satz: Im Tempo des Scherzos. Wild herausfahrend – Wieder zurückhaltend – Langsam. Misterioso","2. Sinfonie in c-Moll (""Auferstehungssinfonie"")","Gustav Mahler",""
"Copied","144","144.mp3","classic_127.mp3","classic_127.mp3","Till Eulenspiegels lustige Streiche (Op. 28)","Till Eulenspiegels lustige Streiche (Op. 28)","Richard Strauss",""
"Copied","145","145.mp3","classic_128.mp3","classic_128.mp3","1. Satz: Allegro","Cellokonzert in h-Moll (Op. 104)","Antonín Dvořák",""
"Copied","146","146.mp3","classic_129.mp3","classic_129.mp3","2. Satz: Ging heut’ Morgen über’s Feld","Lieder eines fahrenden Gesellen","Gustav Mahler",""
"Copied","147","147.mp3","classic_130.mp3","classic_130.mp3","Questo Mar Rosso","La Bohème","Giacomo Puccini",""
"Copied","148","148.mp3","classic_012.mp3","classic_012.mp3","1. Teil: Einleitung, oder Sonnenaufgang","Also sprach Zarathustra (Op. 30)","Richard Strauss",""
"Copied","149","149.mp3","classic_131.mp3","classic_131.mp3","L’Apprenti sorcier/Der Zauberlehrling","L’Apprenti sorcier/Der Zauberlehrling","Paul Dukas",""
"Copied","150","150.mp3","classic_132.mp3","classic_132.mp3","Stabat Mater","Quattro pezzi sacri","Giuseppe Verdi",""
"Copied","151","151.mp3","classic_167.mp3","classic_167.mp3","9. Variation: Nimrod","Variations on an Original Theme/Enigma Variations (Op. 36)","Edward Elgar",""
"Copied","152","152.mp3","classic_119.mp3","classic_119.mp3","1. Teil: Introit et Kyrie","Requiem (Op. 48)","Gabriel Fauré",""
"Copied","153","153.mp3","classic_135.mp3","classic_135.mp3","Vissi d'arte, vissi d'amore","Tosca","Giacomo Puccini",""
"Copied","154","154.mp3","classic_136.mp3","classic_136.mp3","1. Fantasie: Grave","Phantasie und Fuge über B-A-C-H (Op. 46)","Max Reger",""
"Copied","155","155.mp3","classic_134.mp3","classic_134.mp3","Finlandia (Op. 26)","Finlandia (Op. 26)","Jean Sibelius",""
"Copied","156","156.mp3","classic_179.mp3","classic_179.mp3","Lied an den Mond","Rusalka (Op. 114)","Antonín Dvořák",""
"Copied","157","157.mp3","classic_018.mp3","classic_018.mp3","March No. 1 in D (""Land of Hope and Glory"")","Pomp and Circumstance Marches (Op. 39)","Edward Elgar",""
"Copied","158","158.mp3","classic_137.mp3","classic_137.mp3","1. Satz: Moderato","2. Klavierkonzert in c-Moll (Op. 18)","Sergej Rachmaninow",""
"Copied","159","159.mp3","classic_138.mp3","classic_138.mp3","Je ne pourrai plus sortir de cette forêt","Pelléas et Mélisande (L. 88)","Claude Debussy",""
"Copied","160","160.mp3","classic_133.mp3","classic_133.mp3","Teil 1: Grave","Verklärte Nacht (Op. 4)","Arnold Schönberg",""
"Copied","161","161.mp3","classic_042.mp3","classic_042.mp3","4. Satz: Finale. Allegro moderato","2. Sinfonie in D-Dur (Op. 43)","Jean Sibelius",""
"Copied","162","162.mp3","classic_139.mp3","classic_139.mp3","1. Satz: Feierlich, misterioso","9. Sinfonie in d-Moll (WAB 109)","Anton Bruckner",""
"Copied","163","163.mp3","classic_046.mp3","classic_046.mp3","2. Satz: Larghetto","Sinfonie in F-Dur (Wq. 183:3 / H.665)","Carl Philipp Emanuel Bach",""
"Copied","164","164.mp3","classic_140.mp3","classic_140.mp3","Un bel dì vedremo (Butterfly)","Tragedia giapponese/Madama Butterfly","Giacomo Puccini",""
"Copied","165","165.mp3","classic_162.mp3","classic_162.mp3;classic_196.mp3","1. Satz: La primavera – Der Frühling, Allegro","Die vier Jahreszeiten (Op. 8)","Antonio Vivaldi",""
